,Country,Score_From_Others,Score_From_Country,Relationship_Score,To Country
397,Denmark,10.721568136930072,13.688902293443972,12.114722392978631,Malta
398,Latvia,6.576693345533938,19.4229517096668,11.302158964533842,Malta
399,Ukraine,5.994738181995927,19.956753081016984,10.937801867077194,Malta
400,Armenia,9.40523238710068,12.1835094479423,10.704612914455806,Malta
401,Luxembourg,10.863705908930177,10.392204921522719,10.625340371619142,Malta
402,Bulgaria,3.564756928594004,29.743207189185714,10.296956050515936,Malta
403,North Macedonia,8.323180808786583,11.51292546497023,9.788981575374967,Malta
404,Belarus,5.116855762208991,16.54023626697016,9.199674083952344,Malta
405,Spain,11.802544691183401,7.1595804590691765,9.192457143674227,Malta
406,Serbia,7.459322238045368,10.901034769211531,9.017445928403747,Malta
407,Czechia,6.437751649736401,11.668424865147227,8.66708840530814,Malta
408,Austria,8.829526701001235,7.991027801242337,8.399821030207274,Malta
409,Montenegro,5.8377304471659395,9.887510598012987,7.59740887834111,Malta
410,Estonia,6.4644749060901905,8.342577107638247,7.343730684362678,Malta
411,Lithuania,5.41610040220442,9.030867534179189,6.993717558217714,Malta
412,Iceland,4.121389937811088,11.544319613193688,6.89772735708593,Malta
413,Belgium,7.654009884506307,5.833794427447246,6.6822092313739345,Malta
414,Hungary,6.777018135785455,6.576693345533938,6.6761044087239245,Malta
415,Finland,5.2031139488043,8.220210581853243,6.539930606707483,Malta
416,Albania,4.556001018316904,9.351791563913645,6.527386298379926,Malta
417,Bosnia & Herzegovina,8.502605414868663,4.907398298610734,6.4595411096056115,Malta
418,Germany,9.672337744537227,3.5775338351481047,5.88244129134002,Malta
419,Poland,4.9581233520983785,6.839052181524794,5.82313183153511,Malta
420,Portugal,5.632366509788333,5.833794427447246,5.732195771093628,Malta
421,France,5.901272345591701,5.556689311516376,5.726389522822961,Malta
422,Slovenia,3.6264127521969365,6.02057835611946,4.672590515574041,Malta
423,Moldova,2.5584278811044956,5.7711360542884576,3.842529816011709,Malta
424,Georgia,1.297273432703542,9.887510598012987,3.5814528915479205,Malta
425,Yugoslavia,6.007275564852859,1.8483924814931874,3.332236934602905,Malta
426,Monaco,2.0117973905426254,0.6931471805599453,1.1808775080898424,Malta
427,0,0.0,5.493061443340549,0.0,Malta
428,Denmark,7.690286020676768,13.277862777581328,10.104977115406946,Monaco
429,United Kingdom,8.600445452294663,11.535429031015152,9.96041305117725,Monaco
430,Israel,6.808685983066608,12.77371232746185,9.325888487201347,Monaco
431,Germany,8.242093558449053,8.788898309344878,8.511105811897487,Monaco
432,The Netherlands,6.450334089220998,10.378187461628336,8.181856535534413,Monaco
433,Italy,11.825612496905162,5.375278407684165,7.972826318957058,Monaco
434,Greece,6.437751649736401,9.208955398867845,7.699673227573388,Monaco
435,Sweden,8.851908518387551,6.535387702422341,7.605961745501851,Monaco
436,Ireland,6.091982195375387,9.208955398867845,7.490046216673763,Monaco
437,Finland,6.091982195375387,8.75659567074891,7.303767857640572,Monaco
438,Switzerland,5.733630301529776,8.614829244102177,7.0281040115019,Monaco
439,Belgium,5.733630301529776,8.432277312573023,6.953241022017772,Monaco
440,France,3.225167044610499,14.556612824852454,6.851825155669742,Monaco
441,Spain,6.091982195375387,3.845143010338384,4.839890779516987,Monaco
442,Luxembourg,6.091982195375387,3.58351893845611,4.672337056534463,Monaco
443,Austria,5.633032693519351,3.58351893845611,4.492892090643735,Monaco
444,Portugal,6.450334089220998,2.866815150764888,4.300222726147332,Monaco
445,Turkey,2.7465307216702746,3.941870832301721,3.2903600626333667,Monaco
446,Norway,3.58351893845611,2.6735676964455033,3.095283585304735,Monaco
447,Malta,0.6931471805599453,2.0117973905426254,1.1808775080898424,Monaco
448,0,0.0,7.690286020676768,0.0,Monaco
449,0,0.0,6.931471805599453,0.0,Monaco
450,0,0.0,0.0,0.0,Monaco
451,0,0.0,1.6479184330021646,0.0,Monaco
452,0,0.0,5.493061443340549,0.0,Monaco
453,0,0.0,5.083079324106265,0.0,Monaco
454,0,0.0,1.8483924814931874,0.0,Monaco
455,0,0.0,7.6246189861593985,0.0,Monaco
456,0,0.0,4.1588830833596715,0.0,Monaco
457,0,0.0,0.0,0.0,Monaco
458,0,0.0,13.183347464017316,0.0,Monaco
459,0,0.0,7.393569925972749,0.0,Monaco
460,0,0.0,12.938747370452313,0.0,Monaco
461,0,0.0,0.0,0.0,Monaco
462,Yugoslavia,2.1972245773362196,0.0,0.0,Monaco
463,Sweden,21.7243965902202,41.094084322316284,29.878825032620497,Norway
464,Denmark,18.926999974399525,32.912698229750845,24.958738721175667,Norway
465,Iceland,19.005648499224307,23.831435800338994,21.28219659840293,Norway
466,Lithuania,11.667588854894491,35.11945714837056,20.24251434022644,Norway
467,Ireland,14.761448965149624,18.455802664626034,16.505586604078925,Norway
468,The Netherlands,13.400922863474232,19.240707156295652,16.057497701703547,Norway
469,Latvia,13.8749705301448,18.164837955841918,15.875660342869594,Norway
470,Finland,13.17396068657664,16.456349114875422,14.723970126428167,Norway
471,Australia,8.317766166719343,25.621150295894957,14.598312816336906,Norway
472,Poland,12.069784817875329,16.08101458899073,13.931776115852276,Norway
473,Israel,9.241435108494061,20.68202358766098,13.825034498970066,Norway
474,Estonia,15.061211630779395,11.731508899696196,13.292506847344347,Norway
475,Switzerland,8.946495690137867,19.117446431572688,13.078002603857618,Norway
476,Ukraine,8.132926918570025,19.46601325115591,12.582355231337521,Norway
477,Russia,11.450596030091711,12.805747306770169,12.10922950782832,Norway
478,Malta,8.538500140322844,16.85750292619345,11.99740768252857,Norway
479,Hungary,12.383269008194675,11.025632961630427,11.684749845396253,Norway
480,Serbia,8.977322751115379,14.748458805403835,11.506592665843343,Norway
481,Belgium,12.01250488903769,10.258503344337925,11.100915348657912,Norway
482,United Kingdom,10.848358160383436,11.230681429701345,11.03786458218107,Norway
483,Italy,9.904613475585306,12.08011483831731,10.938412508870547,Norway
484,Germany,12.718984328462254,9.188739351573828,10.810709126185568,Norway
485,Bosnia & Herzegovina,6.189829031090765,15.642011866261598,9.839785523803467,Norway
486,Azerbaijan,7.308158758934561,12.789277828135482,9.667785308959644,Norway
487,Romania,5.991464547107982,14.885774839119225,9.443918265466662,Norway
488,Greece,6.85987911075884,12.674611457724806,9.32450011399169,Norway
489,France,5.756036703391677,14.061408632332386,8.996554017461007,Norway
490,Portugal,8.323625434923754,9.097508274987616,8.70196824127256,Norway
491,Moldova,8.132926918570025,8.763576971326916,8.442365252289493,Norway
492,Slovenia,11.192276532964504,5.9148559407781995,8.136381464867384,Norway
493,Cyprus,7.800736918090296,8.384844926128372,8.087519358104293,Norway
494,Armenia,8.122339631961532,7.481102292596148,7.795130123475295,Norway
495,Croatia,7.737870195629782,7.524677391203125,7.630529268479345,Norway
496,Austria,6.090986360700643,8.241569290764351,7.0851454565742635,Norway
497,Turkey,6.133288833189649,6.753508168820788,6.435931652580193,Norway
498,Czechia,4.861012974098541,7.644830084061977,6.096032990675503,Norway
499,Bulgaria,1.1989476363991853,30.818262870722545,6.078608675246464,Norway
500,Spain,5.925573785083389,5.607823680751607,5.764509779160026,Norway
501,Luxembourg,5.398138128471807,5.784592631674504,5.588025594314973,Norway
502,Albania,4.781047518094865,5.035580072876579,4.906663592462247,Norway
503,North Macedonia,4.250546702788477,5.493061443340549,4.832030029522342,Norway
504,Belarus,14.819321927839527,1.297273432703542,4.384599483153194,Norway
505,Yugoslavia,2.351203577673075,6.293136709082539,3.84661481632625,Norway
506,Monaco,2.6735676964455033,3.58351893845611,3.095283585304735,Norway
507,Montenegro,5.515159127436252,1.6479184330021646,3.01471928826588,Norway
508,Serbia & Montenegro,0.9241962407465937,8.788898309344878,2.850029259113076,Norway
509,Georgia,4.70240715534615,0.8239592165010823,1.9683982613760094,Norway
510,San Marino,7.906521158416364,0.0,0.0,Norway
511,Ukraine,10.489554312528432,34.706863464688645,19.08034405691785,Portugal
512,France,22.226757246065503,13.728687974215086,17.46837756947844,Portugal
513,Spain,16.103635337334403,18.392921709044572,17.210255779348408,Portugal
514,Czechia,13.961964636993184,20.79441541679836,17.039098940269245,Portugal
515,Switzerland,15.91080738078118,15.91080738078118,15.91080738078118,Portugal
516,Iceland,12.399454399356182,18.10617651488363,14.983547979133427,Portugal
517,Lithuania,13.55403627157091,15.225330747780337,14.365398887677241,Portugal
518,Moldova,5.767714515507576,35.692295515136735,14.347925666605612,Portugal
519,Italy,6.329277404495599,27.02788102697665,13.079256732530279,Portugal
520,The Netherlands,11.179793234837827,15.204518799379445,13.03776730933126,Portugal
521,Latvia,8.392633454794296,17.82378464297002,12.230637403080797,Portugal
522,Armenia,14.259027714376016,9.351791563913645,11.547616857556042,Portugal
523,Sweden,6.94586163939547,18.26868627622587,11.264624592421523,Portugal
524,Belgium,6.446685816453823,18.886929624668305,11.034405345450686,Portugal
525,Estonia,6.963557659977112,17.190050077886642,10.94092797230919,Portugal
526,Luxembourg,9.13356731317027,13.091446482210719,10.934880322712166,Portugal
527,Romania,7.193685818395112,15.051445890298648,10.405545293130139,Portugal
528,Germany,6.94586163939547,14.95524807906726,10.192010789831222,Portugal
529,United Kingdom,6.58785081981862,15.761219532430166,10.18982644690582,Portugal
530,Greece,7.740656109989733,12.14759914242988,9.696926705072897,Portugal
531,Australia,7.16703787691222,12.900668178441997,9.615590334054897,Portugal
532,Croatia,9.385019202186216,9.739170870193243,9.560455304541527,Portugal
533,Serbia,9.61285752584596,9.487825390099639,9.550136842220205,Portugal
534,Bulgaria,4.216138656286511,21.325052339751828,9.482055553357657,Portugal
535,Israel,5.15098080672772,17.204364983733395,9.4137853078955,Portugal
536,Azerbaijan,6.866326804175686,12.650433853466183,9.31997924099117,Portugal
537,Ireland,5.449829901679522,15.685359094806238,9.245676774225664,Portugal
538,Norway,7.31983424424291,10.688291751663456,8.845141263783479,Portugal
539,Hungary,7.723640011953676,10.046051650057684,8.808637039096274,Portugal
540,Georgia,11.585460017930513,5.8377304471659395,8.223915897618154,Portugal
541,Slovenia,5.730016692628881,9.611640903764576,7.421244021195204,Portugal
542,Austria,5.677089165483681,9.380324097819463,7.297460949155971,Portugal
543,Montenegro,6.091982195375387,6.591673732008658,6.336904529272977,Portugal
544,Denmark,4.442939346900271,8.832036655521884,6.264200122129213,Portugal
545,Cyprus,4.69022938623693,8.327069451655621,6.249469244935208,Portugal
546,Malta,4.7301035898220904,8.220210581853243,6.235579169757815,Portugal
547,Finland,5.608845767325739,6.372482143857561,5.978483879708494,Portugal
548,Belarus,6.091982195375387,5.375278407684165,5.722420847403457,Portugal
549,Albania,5.493061443340549,5.515159127436252,5.504099195763807,Portugal
550,San Marino,9.40523238710068,2.772588722239781,5.106548858722462,Portugal
551,Poland,8.317766166719343,3.0949145155453825,5.0737338564702,Portugal
552,Monaco,2.508463256919277,6.450334089220998,4.022490032015585,Portugal
553,Turkey,6.125221491480386,2.462936034996733,3.8840737291796454,Portugal
554,Russia,1.023371152441798,13.413555349536004,3.7050027795396465,Portugal
555,North Macedonia,5.767714515507576,1.4853153869141684,2.9269224651861894,Portugal
556,Yugoslavia,2.8420617395856627,2.2330485096744495,2.519218476429652,Portugal
557,Bosnia & Herzegovina,0.47957905455967414,3.400437362230782,1.2770193950242223,Portugal
558,0,0.0,0.0,0.0,Portugal
559,0,0.0,0.0,0.0,Portugal
560,0,0.0,0.0,0.0,Portugal
561,0,0.0,0.0,0.0,Portugal
562,0,0.0,9.338204453678934,0.0,Portugal
563,0,0.0,0.0,0.0,Portugal
564,0,0.0,0.0,0.0,Portugal
565,0,0.0,0.0,0.0,Portugal
566,0,0.0,0.0,0.0,Portugal
567,0,0.0,0.0,0.0,Portugal
568,0,0.0,0.0,0.0,Portugal
569,0,0.0,0.0,0.0,Portugal
570,0,0.0,0.0,0.0,Portugal
571,0,0.0,0.0,0.0,Portugal
572,Portugal,18.392921709044572,24.782867369793852,21.35016016938172,Spain
573,Italy,12.386838231735958,28.265123068295843,18.711373734899553,Spain
574,Greece,14.403702431433468,18.753538936856753,16.4353398012571,Spain
575,Romania,8.123780468543705,31.376353812486535,15.965419201386318,Spain
576,Australia,8.788898309344878,28.215697161302042,15.747536095464413,Spain
577,Israel,11.462705114494666,18.656409215328495,14.623710792088694,Spain
578,Belgium,12.45816814833923,15.789928155438279,14.025461846607618,Spain
579,France,13.726613188705425,13.425654569744388,13.575299889286299,Spain
580,Armenia,6.099695188927519,28.000697152288442,13.068883567712671,Spain
581,Cyprus,13.208103829467408,12.893371632907646,13.049788934666871,Spain
582,Switzerland,15.224762945764166,11.035851990878578,12.962184633219273,Spain
583,Germany,7.867692925233598,17.409363068602,11.703483355294827,Spain
584,Ireland,5.607823680751607,17.553073186464978,9.921418219439415,Spain
585,The Netherlands,6.336317526560809,14.744237549117864,9.665617972910553,Spain
586,Czechia,2.9367078588403643,31.78639877057348,9.661644118563716,Spain
587,Malta,7.1595804590691765,13.009623125508979,9.651085094912828,Spain
588,Bulgaria,2.6390573296152584,33.32672612764183,9.378226957119,Spain
589,San Marino,5.8871278891417305,14.787139851945499,9.330261701743819,Spain
590,United Kingdom,6.754010274349938,12.220033692384098,9.084835337597738,Spain
591,Luxembourg,10.563898017269336,7.763532216194728,9.056111891185207,Spain
592,Sweden,4.7708350716842025,17.074567624975042,9.025516387391614,Spain
593,Austria,6.810238992210344,11.850580828928097,8.98361217114288,Spain
594,Moldova,3.9259186388885867,19.878357520326908,8.834071218840299,Spain
595,Turkey,12.609410360748699,6.148886279160805,8.8053296562659,Spain
596,Finland,7.791057382508094,9.934060760043948,8.797547239022043,Spain
597,Albania,10.563898017269336,5.994738181995927,7.957876776806459,Spain
598,Iceland,3.276360172302729,16.986236155560775,7.460095684199228,Spain
599,Norway,5.607823680751607,8.660453993583413,6.96895250315834,Spain
600,Azerbaijan,3.511945714837056,13.601295468017103,6.911368267943428,Spain
601,Russia,2.9017013233611677,14.537291364762423,6.494834685441808,Spain
602,Croatia,5.89276770247633,6.779815145411663,6.320749616749718,Spain
603,Hungary,3.060393626007704,12.766522376624705,6.250646663162698,Spain
604,Denmark,3.8992506700395233,9.724922638779866,6.157914510233552,Spain
605,Poland,3.6490681225840604,8.317766166719343,5.50927357916484,Spain
606,Serbia,2.9574279703890998,9.4048143106923,5.2739037627508045,Spain
607,Yugoslavia,5.557390274499996,4.466097019348899,4.981951840423891,Spain
608,Monaco,3.845143010338384,6.091982195375387,4.839890779516987,Spain
609,Ukraine,1.1450596030091713,18.484533591433763,4.600640465850036,Spain
610,Latvia,2.348996309387612,8.872212509353972,4.565171896059893,Spain
611,Slovenia,3.006514133916495,5.843502522115946,4.191488151518298,Spain
612,Estonia,1.683647914993237,10.30553642708254,4.165440543129186,Spain
613,Montenegro,4.70240715534615,3.295836866004329,3.9367965227520187,Spain
614,Lithuania,3.1780538303479458,3.7185925140737837,3.4377154016665465,Spain
615,Bosnia & Herzegovina,4.7301035898220904,1.9629593194442934,3.047129948587388,Spain
616,Georgia,2.402910225941144,3.845143010338384,3.039660089508071,Spain
617,Belarus,1.416606672028108,2.2702285072311987,1.7933267550483174,Spain
618,0,0.0,0.0,0.0,Spain
619,0,0.0,0.0,0.0,Spain
620,0,0.0,0.0,0.0,Spain
621,0,0.0,0.0,0.0,Spain
622,0,0.0,0.0,0.0,Spain
623,0,0.0,0.0,0.0,Spain
624,0,0.0,0.0,0.0,Spain
625,0,0.0,7.690286020676768,0.0,Spain
626,0,0.0,0.0,0.0,Spain
627,0,0.0,0.0,0.0,Spain
628,0,0.0,0.0,0.0,Spain
629,0,0.0,0.0,0.0,Spain
630,0,0.0,0.0,0.0,Spain
631,North Macedonia,3.974197440032121,0.0,0.0,Spain
632,0,0.0,0.0,0.0,Spain
633,Denmark,35.00041672868811,30.220458522660014,32.52274038307865,Sweden
634,Norway,31.735183130898502,30.544130248642933,31.133961633796297,Sweden
635,Australia,20.873633484694086,40.86411313016158,29.205864482258832,Sweden
636,Iceland,26.978817643066726,26.493457884419414,26.735036356773854,Sweden
637,Estonia,26.040561172109925,24.046251663192592,25.02354665900333,Sweden
638,Finland,25.79903663351691,24.257086032965717,25.016183785438855,Sweden
639,Ireland,17.216496260552127,23.958383759963706,20.309589469319363,Sweden
640,Malta,17.154740223444918,18.508535992992154,17.818785785683055,Sweden
641,The Netherlands,14.417933776825324,18.37981849193878,16.278790060899578,Sweden
642,Israel,16.500443924616825,15.972255839975805,16.234201915621057,Sweden
643,United Kingdom,19.167039147643553,13.187542587906885,15.898620853508893,Sweden
644,Czechia,17.394346548516,14.082581733798378,15.651112004438863,Sweden
645,Latvia,18.527920366854065,12.708844945831364,15.344981821789796,Sweden
646,Serbia,12.766522376624705,17.527153942653833,14.95863640200657,Sweden
647,Lithuania,16.817650794529076,13.10361171626,14.844930649590806,Sweden
648,Ukraine,10.8813995591385,18.32095364814674,14.119405686853142,Sweden
649,Belgium,15.488776176037534,12.395691541074992,13.856193266078254,Sweden
650,Germany,17.356507664083896,10.550034070325506,13.531878923414547,Sweden
651,Austria,15.606797690482038,11.675556495249497,13.498816546095899,Sweden
652,Bosnia & Herzegovina,8.506157050925271,20.774652797452106,13.293323864766542,Sweden
653,Poland,15.423779994160128,11.275194137108443,13.187346729429873,Sweden
654,Switzerland,13.611962323462416,12.409570490669989,12.996869083335067,Sweden
655,Hungary,12.071552635919277,12.573090219403118,12.319769493772462,Sweden
656,Cyprus,12.244008659433291,12.34704232642851,12.295417567662353,Sweden
657,Moldova,13.601749448923128,10.901034769211531,12.176746021200195,Sweden
658,France,11.741166949233225,11.968937109663877,11.854505000607851,Sweden
659,Armenia,12.766522376624705,10.901034769211531,11.79696165584609,Sweden
660,Portugal,12.179124184150583,10.044784524664218,11.060591219682586,Sweden
661,Azerbaijan,8.317582760528218,13.804299877987505,10.715335117779128,Sweden
662,Russia,6.983600753660379,16.39008340144783,10.6986821055169,Sweden
663,Romania,12.069784817875329,8.041176102697554,9.851663069867993,Sweden
664,Luxembourg,9.460207179644181,10.248557777947864,9.846495816885346,Sweden
665,Turkey,8.976190426295684,10.173611843702423,9.556164357747834,Sweden
666,Italy,8.899281836392824,9.981626924602763,9.424930301480586,Sweden
667,Slovenia,15.550287714150953,5.312275020105405,9.088861588743448,Sweden
668,Yugoslavia,10.473543209634608,7.481102292596148,8.851759605705652,Sweden
669,Spain,13.559215466891946,4.7708350716842025,8.042933587564365,Sweden
670,Albania,9.978376540508492,6.474317236555601,8.037610044600084,Sweden
671,Croatia,6.417579056633725,9.460207179644181,7.791766646114378,Sweden
672,Montenegro,6.839864953230764,8.239592165010823,7.5071764118323685,Sweden
673,Georgia,11.79936159051677,4.119796082505411,6.972156313270365,Sweden
674,North Macedonia,8.829115069397927,4.605170185988092,6.376486296248861,Sweden
675,Greece,6.220233211729716,6.431892381531991,6.325177515760061,Sweden
676,Bulgaria,4.274915595769228,8.958797346140274,6.188546072733969,Sweden
677,Monaco,4.1588830833596715,8.851908518387551,6.067458495331415,Sweden
678,Serbia & Montenegro,2.3104906018664844,15.380572041353537,5.961263888881095,Sweden
679,Belarus,9.426801655615256,1.297273432703542,3.4970186363809153,Sweden
680,San Marino,10.150220498520225,0.0,0.0,Sweden
681,Albania,14.556612824852454,42.682535855811,24.926153911823683,Switzerland
682,Serbia,12.183964390750774,36.76427412361536,21.16446566237687,Switzerland
683,The Netherlands,18.647944264975266,20.459021619753226,19.53250354872826,Switzerland
684,Portugal,14.079347538389099,25.297039073040576,18.872355571087216,Switzerland
685,Ireland,14.537212498987119,22.618033288236294,18.13293016090492,Switzerland
686,Italy,13.12674408187195,23.221968329969197,17.45934807903322,Switzerland
687,Austria,17.592400249976667,15.513612931009112,16.520341643123665,Switzerland
688,Israel,11.724423276542383,22.945830872123775,16.402031385676985,Switzerland
689,Australia,15.692019646232477,16.54023626697016,16.11054662184442,Switzerland
690,United Kingdom,17.591803668628227,13.728687974215086,15.540668694436839,Switzerland
691,Norway,14.310135340592419,15.14022347561793,14.719329027605406,Switzerland
692,Germany,13.751145678850529,14.77614331165328,14.25443437145498,Switzerland
693,France,11.291591167186207,16.368820276948757,13.595220721137743,Switzerland
694,Sweden,9.950015979005666,18.179133892518884,13.449262906012596,Switzerland
695,Iceland,14.004803213527746,12.541976863716599,13.253222924442523,Switzerland
696,Latvia,11.989476363991853,14.071353346074725,12.988770471147014,Switzerland
697,Greece,11.23076334910902,14.845284057261734,12.912159854083574,Switzerland
698,Ukraine,14.853153869141686,11.22144329536158,12.910221682831548,Switzerland
699,Croatia,6.902149938993753,23.104906018664845,12.62828276794529,Switzerland
700,Turkey,8.290575209603336,19.005907206184496,12.552685096010917,Switzerland
701,Finland,15.875306393469716,9.620353578147826,12.358238574595065,Switzerland
702,Belgium,16.25420610122969,9.279228384915397,12.281143701984583,Switzerland
703,Spain,9.287598210145338,15.224762945764166,11.891235473447086,Switzerland
704,North Macedonia,5.37269855031944,26.095964387265855,11.840850899857282,Switzerland
705,Denmark,15.67370269600929,8.608440790825128,11.615771245663895,Switzerland
706,Lithuania,12.708844945831364,10.150220498520225,11.357710089700857,Switzerland
707,Malta,12.071552635919277,10.351376288259639,11.17842492115651,Switzerland
708,Poland,13.55403627157091,6.325216926733091,9.259169490321181,Switzerland
709,Cyprus,9.522507648568427,7.975221446656088,8.714591626967355,Switzerland
710,Estonia,11.977260188253865,5.360338196330243,8.012625367161673,Switzerland
711,Czechia,14.484941211906902,4.425954259193776,8.006852518375169,Switzerland
712,Armenia,11.351142536155994,5.1298987149230735,7.630872263977118,Switzerland
713,Luxembourg,14.309255457300088,3.9578791690404502,7.525576662218411,Switzerland
714,Azerbaijan,11.026824177980108,5.075110249260113,7.480798647367544,Switzerland
715,Romania,9.591581091193483,5.398138128471807,7.195601406463588,Switzerland
716,Hungary,3.8918202981106265,12.586273418165078,6.998822355681352,Switzerland
717,Monaco,8.020703089336509,5.733630301529776,6.781426566187478,Switzerland
718,Yugoslavia,12.383269008194675,3.6540793794672806,6.72677098861262,Switzerland
719,Moldova,8.239592165010823,5.343644494711535,6.635469185462953,Switzerland
720,Slovenia,12.824746787307683,2.5649493574615367,5.735401122128404,Switzerland
721,Russia,4.795790545596741,5.045443829143563,4.919033626043444,Switzerland
722,Bulgaria,1.2070784343255752,19.709354161508603,4.877574844412135,Switzerland
723,Bosnia & Herzegovina,1.0986122886681098,16.24830120661326,4.224995074028632,Switzerland
724,Georgia,10.702505819804223,0.5493061443340549,2.424655069610818,Switzerland
725,Montenegro,2.3104906018664844,1.6479184330021646,1.9512816434574598,Switzerland
726,Belarus,5.016926513838554,0.648636716351771,1.8039298046527135,Switzerland
727,0,0.0,0.0,0.0,Switzerland
728,0,0.0,0.0,0.0,Switzerland
729,0,0.0,0.0,0.0,Switzerland
730,0,0.0,0.0,0.0,Switzerland
731,0,0.0,0.0,0.0,Switzerland
732,0,0.0,0.0,0.0,Switzerland
733,San Marino,10.378187461628336,0.0,0.0,Switzerland
734,0,0.0,0.0,0.0,Switzerland
735,0,0.0,19.775021196025975,0.0,Switzerland
736,0,0.0,0.0,0.0,Switzerland
737,0,0.0,0.0,0.0,Switzerland
738,0,0.0,0.0,0.0,Switzerland
739,0,0.0,0.0,0.0,Switzerland
740,Belgium,19.788234025662955,28.387627557077213,23.7010762948184,The Netherlands
741,Israel,14.073920199981334,23.929223623786225,18.351511755947396,The Netherlands
742,Switzerland,13.415751881805393,22.987402993302844,17.561130230290463,The Netherlands
743,Denmark,12.588328149550769,23.465579230648498,17.186983783511472,The Netherlands
744,Armenia,8.020703089336509,36.123036784249976,17.02152028262018,The Netherlands
745,Hungary,15.606410074737422,16.646361617573167,16.1180006718022,The Netherlands
746,Norway,11.502596669524573,22.367007944791524,16.039908699646286,The Netherlands
747,Sweden,11.43395685254331,22.388095926747397,15.99951633134672,The Netherlands
748,Ireland,13.89172327879094,16.670067934549127,15.217620404826851,The Netherlands
749,Turkey,10.831707291391607,20.73371695220127,14.986045278485191,The Netherlands
750,France,13.678004459117233,14.696736485217432,14.178223696192516,The Netherlands
751,Germany,14.426020327975206,13.791067090876394,14.10497125829942,The Netherlands
752,Austria,13.278083857342565,12.747619927805937,13.010148591885429,The Netherlands
753,Portugal,11.067995302489448,14.310135340592419,12.58509081126017,The Netherlands
754,Greece,8.177718444252864,16.65034370830392,11.668839824359,The Netherlands
755,Malta,9.438019556942612,14.27767228455984,11.608313841781383,The Netherlands
756,Estonia,9.521224614246188,13.091683844588509,11.16462549586977,The Netherlands
757,Iceland,10.63957151899095,11.400185213074877,11.013314029130978,The Netherlands
758,Ukraine,5.628541338429891,20.774652797452106,10.813463462831294,The Netherlands
759,Lithuania,10.901034769211531,10.35099789636185,10.622456776295959,The Netherlands
760,Australia,7.1350038798694815,15.567281192442506,10.5390991885975,The Netherlands
761,United Kingdom,9.515784517515783,10.567181277424769,10.027712600264394,The Netherlands
762,Italy,9.948690251524004,9.626368584950589,9.78620249630442,The Netherlands
763,Poland,9.796480151913894,9.478175703857735,9.636013706880808,The Netherlands
764,Slovenia,11.332853376224865,7.54385413164187,9.246263719228729,The Netherlands
765,Romania,9.618560090480763,8.506157050925271,9.045274055184363,The Netherlands
766,Croatia,6.460830988238485,12.581618240253892,9.015969665477968,The Netherlands
767,Bulgaria,5.016926513838554,16.125835223052494,8.994561150402154,The Netherlands
768,Luxembourg,10.371333954803886,7.361097447916101,8.737528249235734,The Netherlands
769,Russia,4.70240715534615,15.67929055427563,8.58664125797608,The Netherlands
770,Bosnia & Herzegovina,4.605170185988092,15.936825060316217,8.566900934823288,The Netherlands
771,Spain,11.293458548260489,6.336317526560809,8.459251700642966,The Netherlands
772,Serbia,4.455946160742505,16.030933484134604,8.451803151502528,The Netherlands
773,Latvia,8.763576971326916,7.163598067092587,7.923303796562051,The Netherlands
774,Finland,10.30196161345544,5.81349248211567,7.738887283768088,The Netherlands
775,Czechia,8.107958954397139,6.840111127844926,7.447102810360669,The Netherlands
776,Cyprus,4.952306737792653,9.981626924602763,7.030794995791217,The Netherlands
777,Yugoslavia,8.549831191538455,5.343644494711535,6.759235043803214,The Netherlands
778,Azerbaijan,3.021183793837302,12.992282238105888,6.265147447804061,The Netherlands
779,Monaco,5.189093730814168,6.450334089220998,5.785446238971857,The Netherlands
780,Moldova,2.7465307216702746,11.328526328788454,5.578005521086194,The Netherlands
781,North Macedonia,6.325216926733091,4.669102226839467,5.434435061517633,The Netherlands
782,Georgia,6.866326804175686,3.570489938171357,4.9513786733096445,The Netherlands
783,Albania,5.884384126540339,2.1581057455185335,3.5635829150343565,The Netherlands
784,San Marino,6.042367587674604,1.8483924814931874,3.341955538225466,The Netherlands
785,Belarus,5.644198470273841,1.9459101490553132,3.3140765058441755,The Netherlands
786,Montenegro,1.782378464297002,3.295836866004329,2.423722065708492,The Netherlands
787,0,0.0,14.281959752685427,0.0,The Netherlands
788,Azerbaijan,19.313254949209202,30.101559083031326,24.111389112601287,Turkey
789,Bosnia & Herzegovina,16.822204230333785,29.753826919519344,22.372415003172044,Turkey
790,Bulgaria,13.664901559610348,33.96421184743732,21.54338904269666,Turkey
791,Albania,19.500368123858948,19.45910149055313,19.479723879596406,Turkey
792,North Macedonia,17.846147757568367,19.775021196025975,18.785844409377127,Turkey
793,The Netherlands,16.290777605301,13.53963411423951,14.85163856994313,Turkey
794,Georgia,8.047189562170502,26.15336607705413,14.507277294892177,Turkey
795,Germany,19.45926082541583,9.18990924596939,13.372690117520067,Turkey
796,Yugoslavia,10.071160145753158,17.09966238307691,13.123011784582022,Turkey
797,Romania,14.962204585192296,11.165242548372248,12.925039390734536,Turkey
798,United Kingdom,10.509005640747558,13.464285639443526,11.895219785003906,Turkey
799,Malta,9.273127360074948,15.212934725693275,11.877351608496761,Turkey
800,Switzerland,12.83515811326745,8.290575209603336,10.315563177315829,Turkey
