,Year,Stage,Country,Edition,Final_Qual,ESC_Score,ESC_Rank,Score_MyESC,Rank_MyESC,Odds_Rank,Cluster,Cluster_Name,PageRank_Score,Weighted_Influence,Scaled_Influence,Poll_Score_y
22,2015,sf2,Lithuania,2015sf2,1.0,67.0,7.0,0.2255377158436837,12.0,0.946456692913386,1.0,Nordic & Baltic Bloc,0.0194446876318641,416.6075182707617,0.6249750781440222,0.1055592322964923
23,2015,sf2,Poland,2015sf2,1.0,57.0,8.0,0.1026961526810057,15.0,0.9196850393700788,2.0,Eastern European Bloc,0.0184736769312268,404.2803440685048,0.5993728148624053,0.1217736598279285
24,2015,sf2,Montenegro,2015sf2,1.0,57.0,9.0,0.4553165707361406,6.0,0.8551181102362205,3.0,Balkan Brotherhood,0.0132621387208775,253.0018373477474,0.285183034271364,0.0181998676373262
25,2015,sf2,Azerbaijan,2015sf2,1.0,53.0,10.0,0.3748863980611936,7.0,0.9874015748031496,2.0,Eastern European Bloc,0.0249931382917811,478.812650016005,0.7541686901007503,0.2346128391793514
26,2015,sf2,Malta,2015sf2,0.0,43.0,11.0,0.3300514995455922,9.0,0.8551181102362205,0.0,Western Core,0.0230424594450585,470.6230803066444,0.7371598025469575,0.0463269358041032
27,2015,sf2,Ireland,2015sf2,0.0,35.0,12.0,0.3703423205089367,8.0,0.7543307086614174,0.0,Western Core,0.0238725779385178,482.616927662915,0.7620697805140524,0.0483123759099933
28,2015,sf2,Czechia,2015sf2,0.0,33.0,13.0,0.2538624659194183,10.0,0.7889763779527559,2.0,Eastern European Bloc,0.0178187499766358,394.374245780867,0.578798875345331,0.0125744540039708
29,2015,sf2,Portugal,2015sf2,0.0,19.0,14.0,0.1352620418055134,14.0,0.1275590551181102,0.0,Western Core,0.021217332709363,421.5748187189194,0.6352916463847258,0.0565850430178689
30,2015,sf2,Iceland,2015sf2,0.0,14.0,15.0,0.2328082399272947,11.0,0.9307086614173228,1.0,Nordic & Baltic Bloc,0.0207740977970084,422.4382312806562,0.6370848647950078,0.0645268034414295
31,2015,sf2,San Marino,2015sf2,0.0,11.0,16.0,0.374970628324268,10.523540489642183,0.0,2.0,Eastern European Bloc,0.0119264172771588,230.1891369839333,0.2378034198280094,0.0
32,2015,sf2,Switzerland,2015sf2,0.0,4.0,17.0,0.2038776128445925,13.0,0.7874015748031497,0.0,Western Core,0.0238201920999404,475.6346611193551,0.747568336515807,0.0119126406353408
33,2015,f,Sweden,2015f,1.0,365.0,1.0,1.0,1.0,1.0,1.0,Nordic & Baltic Bloc,0.0285996628980307,597.1773956700737,1.0,1.0
34,2015,f,Russia,2015f,1.0,303.0,2.0,0.6924255691768826,6.0,0.988213399503722,2.0,Eastern European Bloc,0.0262871042592854,532.1770268131025,0.865000970248827,0.2319655857048312
35,2015,f,Italy,2015f,1.0,292.0,3.0,0.733800350262697,5.0,0.98014888337469,0.0,Western Core,0.024909837419087,486.7068042003576,0.7705640302247234,0.6654533421575116
36,2015,f,Belgium,2015f,1.0,217.0,4.0,0.8785026269702276,3.0,0.9503722084367244,0.0,Western Core,0.023175888023682,459.7761547385974,0.7146318622718542,0.2928524156187955
37,2015,f,Australia,2015f,1.0,196.0,5.0,0.4715411558669002,9.0,0.9454094292803972,1.0,Nordic & Baltic Bloc,0.0246173172055597,462.9607740068656,0.7212459864515046,0.243216412971542
38,2015,f,Latvia,2015f,1.0,186.0,6.0,0.7705779334500875,4.0,0.718982630272953,1.0,Nordic & Baltic Bloc,0.0193349843925405,397.8225570158353,0.5859606604118917,0.0959629384513567
39,2015,f,Estonia,2015f,1.0,106.0,7.0,0.9150612959719788,2.0,0.8715880893300249,1.0,Nordic & Baltic Bloc,0.0208049662586547,430.0396103968489,0.6528721414443892,0.4917273328921244
40,2015,f,Norway,2015f,1.0,102.0,8.0,0.5807793345008756,7.0,0.7661290322580645,1.0,Nordic & Baltic Bloc,0.024027089421918,491.4336568175379,0.7803812132394887,0.1422898742554599
41,2015,f,Israel,2015f,1.0,97.0,9.0,0.4505253940455342,10.0,0.6674937965260546,0.0,Western Core,0.0267241376328009,530.7719265197411,0.8620827225581982,0.186300463269358
42,2015,f,Serbia,2015f,1.0,53.0,10.0,0.2044658493870402,15.0,0.8064516129032259,3.0,Balkan Brotherhood,0.0238622479488862,453.1609782835557,0.7008928263437886,0.21475843812045
43,2015,f,Georgia,2015f,1.0,51.0,11.0,0.5288966725043782,8.0,0.3647642679900745,2.0,Eastern European Bloc,0.0170136343798385,366.4100610561684,0.5207201617625847,0.1058901389808074
44,2015,f,Azerbaijan,2015f,1.0,49.0,12.0,0.1063922942206655,18.0,0.6693548387096775,2.0,Eastern European Bloc,0.0249931382917811,478.812650016005,0.7541686901007503,0.2346128391793514
45,2015,f,Montenegro,2015f,1.0,44.0,13.0,0.2195709281961471,14.0,0.0893300248138958,3.0,Balkan Brotherhood,0.0132621387208775,253.0018373477474,0.285183034271364,0.0181998676373262
46,2015,f,Slovenia,2015f,1.0,39.0,14.0,0.3261821366024518,12.0,0.5825062034739454,3.0,Balkan Brotherhood,0.0177204082522359,372.6341505010348,0.5336469505011285,0.2835870284579748
47,2015,f,Romania,2015f,1.0,35.0,15.0,0.0674255691768826,19.0,0.2667493796526056,2.0,Eastern European Bloc,0.0195349324664102,405.4500121474524,0.601802094242901,0.1072137657180675
48,2015,f,Armenia,2015f,1.0,34.0,16.0,0.0203590192644483,25.0,0.2431761786600497,2.0,Eastern European Bloc,0.0215743309344739,436.7322535623276,0.6667720677017084,0.1598279285241562
49,2015,f,Albania,2015f,1.0,34.0,17.0,0.3671190893169878,11.0,0.1172456575682382,3.0,Balkan Brotherhood,0.0188090456329914,385.9676069736371,0.5613391577713918,0.5764394440767704
50,2015,f,Lithuania,2015f,1.0,30.0,18.0,0.026707530647986,22.0,0.1730769230769231,1.0,Nordic & Baltic Bloc,0.0194446876318641,416.6075182707617,0.6249750781440222,0.1055592322964923
51,2015,f,Greece,2015f,1.0,23.0,19.0,0.1112084063047285,17.0,0.2803970223325063,2.0,Eastern European Bloc,0.0257821941559614,533.2088705604866,0.8671440027761992,0.2273328921244209
52,2015,f,Hungary,2015f,1.0,19.0,20.0,0.0205779334500875,24.0,0.2214640198511167,2.0,Eastern European Bloc,0.0186477954677037,388.2317606497707,0.56604157030936,0.057246856386499
53,2015,f,Spain,2015f,1.0,15.0,21.0,0.2683887915936953,13.0,0.6339950372208436,0.0,Western Core,0.018494251196395,321.6676695620987,0.4277948515426145,0.21475843812045
54,2015,f,Cyprus,2015f,1.0,11.0,22.0,0.0,27.0,0.1923076923076923,2.0,Eastern European Bloc,0.0223743011171517,461.3016157915552,0.7178000867864818,0.0228325612177365
55,2015,f,Poland,2015f,1.0,10.0,23.0,0.0043782837127845,26.0,0.0173697270471465,2.0,Eastern European Bloc,0.0184736769312268,404.2803440685048,0.5993728148624053,0.1217736598279285
56,2015,f,United Kingdom,2015f,1.0,5.0,24.0,0.374970628324268,10.523540489642183,0.2971464019851116,0.0,Western Core,0.0218445224634396,407.8113868784032,0.6067064248361436,0.1204500330906684
57,2015,f,France,2015f,1.0,4.0,25.0,0.0663309982486865,20.0,0.2102977667493797,0.0,Western Core,0.0213765164917987,410.3408998548213,0.6119599611400814,0.0317670416942422
58,2015,f,Austria,2015f,1.0,0.0,26.0,0.0232049036777583,23.0,0.0893300248138958,0.0,Western Core,0.0205104679874482,416.5289928762402,0.6248119890376425,0.0238252812706816
59,2015,f,Germany,2015f,1.0,0.0,26.0,0.1852014010507881,16.0,0.0,0.0,Western Core,0.0185091960097262,352.9577711312134,0.492781149727184,0.0569159497021839
60,2016,sf1,Russia,2016sf1,1.0,342.0,1.0,1.0000000000000002,1.0,1.0,2.0,Eastern European Bloc,0.0262871042592854,532.1770268131025,0.865000970248827,1.0
61,2016,sf1,Armenia,2016sf1,1.0,243.0,2.0,0.908315801129443,2.0,0.9987179487179488,2.0,Eastern European Bloc,0.0215743309344739,436.7322535623276,0.6667720677017084,0.2203743754194943
62,2016,sf1,Malta,2016sf1,1.0,209.0,3.0,0.5480013287565053,8.0,0.9948717948717948,0.0,Western Core,0.0230424594450585,470.6230803066444,0.7371598025469575,0.2737713476023566
63,2016,sf1,Hungary,2016sf1,1.0,197.0,4.0,0.5934005093566603,3.0,0.9871794871794872,2.0,Eastern European Bloc,0.0186477954677037,388.2317606497707,0.56604157030936,0.1507196658960399
64,2016,sf1,The Netherlands,2016sf1,1.0,197.0,5.0,0.374970628324268,10.523540489642183,0.9923076923076924,0.0,Western Core,0.0241328326713288,497.6875708280675,0.7933699445100224,0.371690655529868
65,2016,sf1,Azerbaijan,2016sf1,1.0,185.0,6.0,0.4589746428966892,9.0,0.9762820512820513,2.0,Eastern European Bloc,0.0249931382917811,478.812650016005,0.7541686901007503,0.0698784398538295
66,2016,sf1,Austria,2016sf1,1.0,170.0,7.0,0.5877532942088363,4.0,0.9230769230769232,0.0,Western Core,0.0205104679874482,416.5289928762402,0.6248119890376425,0.0795734208367514
67,2016,sf1,Cyprus,2016sf1,1.0,164.0,8.0,0.4288561621082937,10.0,0.9903846153846154,2.0,Eastern European Bloc,0.0223743011171517,461.3016157915552,0.7178000867864818,0.1255872921172346
68,2016,sf1,Czechia,2016sf1,1.0,161.0,9.0,0.5481120584652862,7.0,0.9807692307692308,2.0,Eastern European Bloc,0.0178187499766358,394.374245780867,0.578798875345331,0.0286374822880155
69,2016,sf1,Croatia,2016sf1,1.0,133.0,10.0,0.550769571476027,6.0,0.9685897435897436,3.0,Balkan Brotherhood,0.0239639390674678,483.8883349046583,0.7647103615918558,0.2334998881348348
70,2016,sf1,Bosnia and Herzegovina,2016sf1,0.0,104.0,11.0,0.374970628324268,10.523540489642183,0.71501655928158,,,0.0217751021696014,438.6805137329816,0.6708184021666695,0.0283391751808486
71,2016,sf1,San Marino,2016sf1,0.0,68.0,12.0,0.374970628324268,10.523540489642183,0.1794871794871795,2.0,Eastern European Bloc,0.0119264172771588,230.1891369839333,0.2378034198280094,0.0072339473487955
72,2016,sf1,Montenegro,2016sf1,0.0,60.0,13.0,0.0,18.0,0.0,3.0,Balkan Brotherhood,0.0132621387208775,253.0018373477474,0.285183034271364,0.0
73,2016,sf1,Iceland,2016sf1,0.0,51.0,14.0,0.5797807551766139,5.0,0.9916666666666668,1.0,Nordic & Baltic Bloc,0.0207740977970084,422.4382312806562,0.6370848647950078,0.0272951003057647
74,2016,sf1,Finland,2016sf1,0.0,51.0,15.0,0.1054146827593843,15.0,0.4679487179487179,1.0,Nordic & Baltic Bloc,0.0207861770076921,404.5501543480588,0.5999331828510368,0.0235662614661794
75,2016,sf1,Greece,2016sf1,0.0,44.0,16.0,0.0535931790499391,16.0,0.8282051282051281,2.0,Eastern European Bloc,0.0257821941559614,533.2088705604866,0.8671440027761992,0.0623461853978671
76,2016,sf1,Moldova,2016sf1,0.0,33.0,17.0,0.1627726719078729,13.0,0.2692307692307693,2.0,Eastern European Bloc,0.0225703513113106,452.2342461655868,0.6989680997773848,0.0052949511522112
77,2016,sf1,Estonia,2016sf1,0.0,24.0,18.0,0.2034104750304506,12.0,0.8961538461538462,1.0,Nordic & Baltic Bloc,0.0208049662586547,430.0396103968489,0.6528721414443892,0.024684913118055
78,2016,sf2,Australia,2016sf2,1.0,330.0,1.0,1.0,1.0,0.999165971643036,1.0,Nordic & Baltic Bloc,0.0246173172055597,462.9607740068656,0.7212459864515046,0.3534939219926915
79,2016,sf2,Ukraine,2016sf2,1.0,287.0,2.0,0.8633442327207126,3.0,1.0,2.0,Eastern European Bloc,0.0300854613908965,580.1436382655281,0.9646226511777112,0.9693489447386084
80,2016,sf2,Belgium,2016sf2,1.0,274.0,3.0,0.4414251888600744,7.0,0.9908256880733948,0.0,Western Core,0.023175888023682,459.7761547385974,0.7146318622718542,0.117607577000522
81,2016,sf2,Lithuania,2016sf2,1.0,222.0,4.0,0.3967752846995151,9.0,0.9766472060050044,1.0,Nordic & Baltic Bloc,0.0194446876318641,416.6075182707617,0.6249750781440222,0.1562383473786263
82,2016,sf2,Bulgaria,2016sf2,1.0,220.0,5.0,0.993122110722742,2.0,0.9899916597164304,2.0,Eastern European Bloc,0.023823067011837,456.6487832585982,0.7081366358155183,0.1347602356626146
83,2016,sf2,Poland,2016sf2,1.0,151.0,6.0,0.4098545495546284,8.0,0.9599666388657216,2.0,Eastern European Bloc,0.0184736769312268,404.2803440685048,0.5993728148624053,0.2660153628160191
84,2016,sf2,Israel,2016sf2,1.0,147.0,7.0,0.3396098771000113,10.0,0.986655546288574,0.0,Western Core,0.0267241376328009,530.7719265197411,0.8620827225581982,0.0951599671862182
85,2016,sf2,Latvia,2016sf2,1.0,132.0,8.0,0.5512459127297328,4.0,0.9908256880733948,1.0,Nordic & Baltic Bloc,0.0193349843925405,397.8225570158353,0.5859606604118917,0.0865090610783801
86,2016,sf2,Georgia,2016sf2,1.0,123.0,9.0,0.0744165069342654,15.0,0.9165971643035864,2.0,Eastern European Bloc,0.0170136343798385,366.4100610561684,0.5207201617625847,0.0162577373405921
87,2016,sf2,Serbia,2016sf2,1.0,105.0,10.0,0.4625098658247829,5.0,0.9958298582151794,3.0,Balkan Brotherhood,0.0238622479488862,453.1609782835557,0.7008928263437886,0.1543739279588336
88,2016,sf2,North Macedonia,2016sf2,0.0,88.0,11.0,0.374970628324268,10.523540489642183,0.8507089241034197,3.0,Balkan Brotherhood,0.0211352352248774,446.6619120807425,0.6873949393764238,0.016779774778134
89,2016,sf2,Belarus,2016sf2,0.0,84.0,12.0,0.1179388882624873,11.0,0.834862385321101,2.0,Eastern European Bloc,0.0154853642940143,337.3216870809017,0.4603066236126529,0.0114848236259228
90,2016,sf2,Norway,2016sf2,0.0,63.0,13.0,0.4434547299582816,6.0,0.9307756463719769,1.0,Nordic & Baltic Bloc,0.024027089421918,491.4336568175379,0.7803812132394887,0.0605563427548661
91,2016,sf2,Slovenia,2016sf2,0.0,57.0,14.0,0.056263389333634,16.0,0.6880733944954129,3.0,Balkan Brotherhood,0.0177204082522359,372.6341505010348,0.5336469505011285,0.0162577373405921
92,2016,sf2,Ireland,2016sf2,0.0,46.0,15.0,0.0245799977449543,17.0,0.7773144286905757,0.0,Western Core,0.0238725779385178,482.616927662915,0.7620697805140524,0.1050041017227235
93,2016,sf2,Albania,2016sf2,0.0,45.0,16.0,0.0,18.0,0.3119266055045872,3.0,Balkan Brotherhood,0.0188090456329914,385.9676069736371,0.5613391577713918,0.0316205533596837
94,2016,sf2,Denmark,2016sf2,0.0,34.0,17.0,0.1115120081181643,12.0,0.8373644703919935,1.0,Nordic & Baltic Bloc,0.0222298727579338,451.0027285187945,0.696410365254305,0.0416884182265642
95,2016,sf2,Switzerland,2016sf2,0.0,28.0,18.0,0.0920058631187281,13.0,0.0,0.0,Western Core,0.0238201920999404,475.6346611193551,0.747568336515807,0.0117831307330897
96,2016,f,Ukraine,2016f,1.0,534.0,1.0,0.8437989463192369,3.0,0.960887785193233,2.0,Eastern European Bloc,0.0300854613908965,580.1436382655281,0.9646226511777112,0.9693489447386084
97,2016,f,Australia,2016f,1.0,511.0,2.0,1.0,1.0,0.9931088002483316,1.0,Nordic & Baltic Bloc,0.0246173172055597,462.9607740068656,0.7212459864515046,0.3534939219926915
98,2016,f,Russia,2016f,1.0,491.0,3.0,0.8111917983767621,4.0,1.0,2.0,Eastern European Bloc,0.0262871042592854,532.1770268131025,0.865000970248827,1.0
99,2016,f,Bulgaria,2016f,1.0,307.0,4.0,0.874697422753809,2.0,0.8002483315225828,2.0,Eastern European Bloc,0.023823067011837,456.6487832585982,0.7081366358155183,0.1347602356626146
100,2016,f,Sweden,2016f,1.0,261.0,5.0,0.1720062651288623,17.0,0.9363650473381966,1.0,Nordic & Baltic Bloc,0.0285996628980307,597.1773956700737,1.0,0.224774405250205
101,2016,f,France,2016f,1.0,257.0,6.0,0.5221415349565713,6.0,0.9225516063945368,0.0,Western Core,0.0213765164917987,410.3408998548213,0.6119599611400814,0.5278544261317025
102,2016,f,Armenia,2016f,1.0,249.0,7.0,0.6487256158336894,5.0,0.8717988514667082,2.0,Eastern European Bloc,0.0215743309344739,436.7322535623276,0.6667720677017084,0.2203743754194943
103,2016,f,Poland,2016f,1.0,229.0,8.0,0.1990602306706535,14.0,0.4999223963991929,2.0,Eastern European Bloc,0.0184736769312268,404.2803440685048,0.5993728148624053,0.2660153628160191
104,2016,f,Lithuania,2016f,1.0,200.0,9.0,0.154777160757511,19.0,0.444979047027782,1.0,Nordic & Baltic Bloc,0.0194446876318641,416.6075182707617,0.6249750781440222,0.1562383473786263
105,2016,f,Belgium,2016f,1.0,181.0,10.0,0.2561583368930656,9.0,0.6922241191991308,0.0,Western Core,0.023175888023682,459.7761547385974,0.7146318622718542,0.117607577000522
106,2016,f,The Netherlands,2016f,1.0,153.0,11.0,0.374970628324268,10.523540489642183,0.7468570541673134,0.0,Western Core,0.0241328326713288,497.6875708280675,0.7933699445100224,0.371690655529868
107,2016,f,Malta,2016f,1.0,153.0,12.0,0.1846789121458066,16.0,0.8752134099022195,0.0,Western Core,0.0230424594450585,470.6230803066444,0.7371598025469575,0.2737713476023566
108,2016,f,Austria,2016f,1.0,151.0,13.0,0.2678342588637334,8.0,0.7249728387397175,0.0,Western Core,0.0205104679874482,416.5289928762402,0.6248119890376425,0.0795734208367514
109,2016,f,Israel,2016f,1.0,135.0,14.0,0.1297166453082728,22.0,0.5921154741580009,0.0,Western Core,0.0267241376328009,530.7719265197411,0.8620827225581982,0.0951599671862182
110,2016,f,Latvia,2016f,1.0,132.0,15.0,0.2302434856898761,12.0,0.6967251280459413,1.0,Nordic & Baltic Bloc,0.0193349843925405,397.8225570158353,0.5859606604118917,0.0865090610783801
111,2016,f,Italy,2016f,1.0,124.0,16.0,0.2389292325217143,10.0,0.6692534533602359,0.0,Western Core,0.024909837419087,486.7068042003576,0.7705640302247234,0.082481915131628
112,2016,f,Azerbaijan,2016f,1.0,117.0,17.0,0.1493663676491528,20.0,0.2334316312276889,2.0,Eastern European Bloc,0.0249931382917811,478.812650016005,0.7541686901007503,0.0698784398538295
113,2016,f,Serbia,2016f,1.0,115.0,18.0,0.1853908586074327,15.0,0.3515443116560607,3.0,Balkan Brotherhood,0.0238622479488862,453.1609782835557,0.7008928263437886,0.1543739279588336
114,2016,f,Hungary,2016f,1.0,108.0,19.0,0.2326641036594048,11.0,0.096228465000776,2.0,Eastern European Bloc,0.0186477954677037,388.2317606497707,0.56604157030936,0.1507196658960399
115,2016,f,Georgia,2016f,1.0,104.0,20.0,0.0337462622810764,25.0,0.0335247555486572,2.0,Eastern European Bloc,0.0170136343798385,366.4100610561684,0.5207201617625847,0.0162577373405921
116,2016,f,Cyprus,2016f,1.0,96.0,21.0,0.1445251317100954,21.0,0.6149309327952817,2.0,Eastern European Bloc,0.0223743011171517,461.3016157915552,0.7178000867864818,0.1255872921172346
117,2016,f,Spain,2016f,1.0,77.0,22.0,0.2692581517869856,7.0,0.812509700450101,0.0,Western Core,0.018494251196395,321.6676695620987,0.4277948515426145,0.2145573868297412
118,2016,f,Croatia,2016f,1.0,73.0,23.0,0.1643172433433005,18.0,0.0409747012261367,3.0,Balkan Brotherhood,0.0239639390674678,483.8883349046583,0.7647103615918558,0.2334998881348348
119,2016,f,United Kingdom,2016f,1.0,62.0,24.0,0.374970628324268,10.523540489642183,0.7844171969579389,0.0,Western Core,0.0218445224634396,407.8113868784032,0.6067064248361436,0.1160414646878961
120,2016,f,Czechia,2016f,1.0,41.0,25.0,0.2011960700555318,13.0,0.0,2.0,Eastern European Bloc,0.0178187499766358,394.374245780867,0.578798875345331,0.0286374822880155
121,2016,f,Germany,2016f,1.0,11.0,26.0,0.0766054392709668,24.0,0.0389570076051526,0.0,Western Core,0.0185091960097262,352.9577711312134,0.492781149727184,0.0714445521664553
122,2017,sf1,Portugal,2017sf1,1.0,370.0,1.0,0.5766732816164531,5.0,1.0,0.0,Western Core,0.021217332709363,421.5748187189194,0.6352916463847258,1.0
123,2017,sf1,Moldova,2017sf1,1.0,291.0,2.0,0.5857838715497022,4.0,0.9819639278557114,2.0,Eastern European Bloc,0.0225703513113106,452.2342461655868,0.6989680997773848,0.1083189335966428
124,2017,sf1,Sweden,2017sf1,1.0,227.0,3.0,0.7277647483312285,3.0,1.0,1.0,Nordic & Baltic Bloc,0.0285996628980307,597.1773956700737,1.0,0.230708467045174
125,2017,sf1,Belgium,2017sf1,1.0,165.0,4.0,1.0,1.0,0.9819639278557114,0.0,Western Core,0.023175888023682,459.7761547385974,0.7146318622718542,0.3777832633917551
126,2017,sf1,Cyprus,2017sf1,1.0,164.0,5.0,0.3812917192855853,10.0,0.9569138276553106,2.0,Eastern European Bloc,0.0223743011171517,461.3016157915552,0.7178000867864818,0.040138237472229
127,2017,sf1,Australia,2017sf1,1.0,160.0,6.0,0.3078657766552408,12.0,0.9619238476953909,1.0,Nordic & Baltic Bloc,0.0246173172055597,462.9607740068656,0.7212459864515046,0.0860528264626018
128,2017,sf1,Armenia,2017sf1,1.0,152.0,7.0,0.5101028324012268,7.0,1.0,2.0,Eastern European Bloc,0.0215743309344739,436.7322535623276,0.6667720677017084,0.1219945692421624
129,2017,sf1,Azerbaijan,2017sf1,1.0,150.0,8.0,0.7973119249503878,2.0,0.9869739478957916,2.0,Eastern European Bloc,0.0249931382917811,478.812650016005,0.7541686901007503,0.0938533695383855
130,2017,sf1,Poland,2017sf1,1.0,119.0,9.0,0.3928378134584159,8.0,0.9519038076152304,2.0,Eastern European Bloc,0.0184736769312268,404.2803440685048,0.5993728148624053,0.1462354974080474
131,2017,sf1,Greece,2017sf1,1.0,115.0,10.0,0.2869384809669854,14.0,0.9819639278557114,2.0,Eastern European Bloc,0.0257821941559614,533.2088705604866,0.8671440027761992,0.1623302888175759
132,2017,sf1,Georgia,2017sf1,0.0,99.0,11.0,0.2557279451560527,15.0,0.7264529058116233,2.0,Eastern European Bloc,0.0170136343798385,366.4100610561684,0.5207201617625847,0.0086892125401135
133,2017,sf1,Finland,2017sf1,0.0,92.0,12.0,0.5233627999278369,6.0,0.9739478957915833,1.0,Nordic & Baltic Bloc,0.0207861770076921,404.5501543480588,0.5999331828510368,0.0439397679585287
134,2017,sf1,Czechia,2017sf1,0.0,83.0,13.0,0.0644957604185459,17.0,0.0,2.0,Eastern European Bloc,0.0178187499766358,394.374245780867,0.578798875345331,0.0
135,2017,sf1,Albania,2017sf1,0.0,76.0,14.0,0.3180588129171928,11.0,0.3006012024048097,3.0,Balkan Brotherhood,0.0188090456329914,385.9676069736371,0.5613391577713918,0.0313996544063194
136,2017,sf1,Iceland,2017sf1,0.0,60.0,15.0,0.2944254014071802,13.0,0.6513026052104209,1.0,Nordic & Baltic Bloc,0.0207740977970084,422.4382312806562,0.6370848647950078,0.020834361885954
137,2017,sf1,Montenegro,2017sf1,0.0,56.0,16.0,0.1001262854050153,16.0,0.4008016032064129,3.0,Balkan Brotherhood,0.0132621387208775,253.0018373477474,0.285183034271364,0.0055294988891631
