,Year,Stage,Rank,Country,Score,Edition
80,2016,sf2,3.0,Ukraine,0.8633442327207126,2016sf2
81,2016,sf2,4.0,Latvia,0.5512459127297328,2016sf2
82,2016,sf2,5.0,Serbia,0.4625098658247829,2016sf2
83,2016,sf2,6.0,Norway,0.4434547299582816,2016sf2
84,2016,sf2,7.0,Belgium,0.4414251888600744,2016sf2
85,2016,sf2,8.0,Poland,0.4098545495546284,2016sf2
86,2016,sf2,9.0,Lithuania,0.3967752846995151,2016sf2
87,2016,sf2,10.0,Israel,0.3396098771000113,2016sf2
88,2016,sf2,11.0,Belarus,0.1179388882624873,2016sf2
89,2016,sf2,12.0,Denmark,0.1115120081181643,2016sf2
90,2016,sf2,13.0,Switzerland,0.0920058631187281,2016sf2
91,2016,sf2,14.0,NorthMacedonia,0.0900890743037546,2016sf2
92,2016,sf2,15.0,Georgia,0.0744165069342654,2016sf2
93,2016,sf2,16.0,Slovenia,0.056263389333634,2016sf2
94,2016,sf2,17.0,Ireland,0.0245799977449543,2016sf2
95,2016,sf2,18.0,Albania,0.0,2016sf2
96,2016,f,1.0,Australia,1.0,2016f
97,2016,f,2.0,Bulgaria,0.874697422753809,2016f
98,2016,f,3.0,Ukraine,0.8437989463192369,2016f
99,2016,f,4.0,Russia,0.8111917983767621,2016f
100,2016,f,5.0,Armenia,0.6487256158336894,2016f
101,2016,f,6.0,France,0.5221415349565713,2016f
102,2016,f,7.0,Spain,0.2692581517869856,2016f
103,2016,f,8.0,Austria,0.2678342588637334,2016f
104,2016,f,9.0,Belgium,0.2561583368930656,2016f
105,2016,f,10.0,Italy,0.2389292325217143,2016f
106,2016,f,11.0,Hungary,0.2326641036594048,2016f
107,2016,f,12.0,Latvia,0.2302434856898761,2016f
108,2016,f,13.0,Czechia,0.2011960700555318,2016f
109,2016,f,14.0,Poland,0.1990602306706535,2016f
110,2016,f,15.0,Serbia,0.1853908586074327,2016f
111,2016,f,16.0,Malta,0.1846789121458066,2016f
112,2016,f,17.0,Sweden,0.1720062651288623,2016f
113,2016,f,18.0,Croatia,0.1643172433433005,2016f
114,2016,f,19.0,Lithuania,0.154777160757511,2016f
115,2016,f,20.0,Azerbaijan,0.1493663676491528,2016f
116,2016,f,21.0,Cyprus,0.1445251317100954,2016f
117,2016,f,22.0,Israel,0.1297166453082728,2016f
118,2016,f,23.0,Netherlands,0.1103517015520433,2016f
119,2016,f,24.0,Germany,0.0766054392709668,2016f
120,2016,f,25.0,Georgia,0.0337462622810764,2016f
121,2016,f,26.0,UnitedKingdom,0.0,2016f
122,2017,sf1,1.0,Belgium,1.0,2017sf1
123,2017,sf1,2.0,Azerbaijan,0.7973119249503878,2017sf1
124,2017,sf1,3.0,Sweden,0.7277647483312285,2017sf1
125,2017,sf1,4.0,Moldova,0.5857838715497022,2017sf1
126,2017,sf1,5.0,Portugal,0.5766732816164531,2017sf1
127,2017,sf1,6.0,Finland,0.5233627999278369,2017sf1
128,2017,sf1,7.0,Armenia,0.5101028324012268,2017sf1
129,2017,sf1,8.0,Poland,0.3928378134584159,2017sf1
130,2017,sf1,9.0,Latvia,0.3818329424499368,2017sf1
131,2017,sf1,10.0,Cyprus,0.3812917192855853,2017sf1
132,2017,sf1,11.0,Albania,0.3180588129171928,2017sf1
133,2017,sf1,12.0,Australia,0.3078657766552408,2017sf1
134,2017,sf1,13.0,Iceland,0.2944254014071802,2017sf1
135,2017,sf1,14.0,Greece,0.2869384809669854,2017sf1
136,2017,sf1,15.0,Georgia,0.2557279451560527,2017sf1
137,2017,sf1,16.0,Montenegro,0.1001262854050153,2017sf1
138,2017,sf1,17.0,Czechia,0.0644957604185459,2017sf1
139,2017,sf1,18.0,Slovenia,0.0,2017sf1
140,2017,sf2,1.0,Bulgaria,1.0,2017sf2
141,2017,sf2,2.0,Denmark,0.6537503459728757,2017sf2
142,2017,sf2,3.0,NorthMacedonia,0.6519051573023341,2017sf2
143,2017,sf2,4.0,Switzerland,0.5768982378448196,2017sf2
144,2017,sf2,5.0,Hungary,0.5388873512316634,2017sf2
145,2017,sf2,6.0,Netherlands,0.5151766768152044,2017sf2
146,2017,sf2,7.0,Norway,0.4889749976935141,2017sf2
147,2017,sf2,8.0,Israel,0.4851001014853768,2017sf2
148,2017,sf2,9.0,Estonia,0.4725528185256943,2017sf2
149,2017,sf2,10.0,Romania,0.4422917243288126,2017sf2
150,2017,sf2,11.0,Belarus,0.4208875357505305,2017sf2
151,2017,sf2,12.0,Serbia,0.371897776547652,2017sf2
152,2017,sf2,13.0,Austria,0.2920933665467293,2017sf2
153,2017,sf2,14.0,Ireland,0.10988098533075,2017sf2
154,2017,sf2,15.0,Croatia,0.1035150844173816,2017sf2
155,2017,sf2,16.0,Malta,0.0293384998616108,2017sf2
156,2017,sf2,17.0,SanMarino,0.0018451886705415,2017sf2
157,2017,sf2,18.0,Lithuania,0.0,2017sf2
158,2017,f,1.0,Bulgaria,1.0,2017f
159,2017,f,2.0,Belgium,0.9675165481735718,2017f
160,2017,f,3.0,Italy,0.7903898014219171,2017f
161,2017,f,4.0,France,0.6717332679578327,2017f
162,2017,f,5.0,Portugal,0.6399852905123804,2017f
163,2017,f,6.0,UnitedKingdom,0.6321402304486393,2017f
164,2017,f,7.0,Azerbaijan,0.5497670997793576,2017f
165,2017,f,8.0,Moldova,0.5394704584456974,2017f
166,2017,f,9.0,Sweden,0.4884775680313801,2017f
167,2017,f,10.0,Hungary,0.4317234616327531,2017f
168,2017,f,11.0,Denmark,0.4152978671242951,2017f
169,2017,f,12.0,Armenia,0.3921304241235597,2017f
170,2017,f,13.0,Netherlands,0.3742338808531502,2017f
171,2017,f,14.0,Romania,0.3386859524393233,2017f
172,2017,f,15.0,Norway,0.3269183623437117,2017f
173,2017,f,16.0,Belarus,0.2995832311841137,2017f
174,2017,f,17.0,Israel,0.2989703358666339,2017f
175,2017,f,18.0,Poland,0.2429517038489825,2017f
176,2017,f,19.0,Cyprus,0.1931846040696249,2017f
177,2017,f,20.0,Austria,0.1771267467516548,2017f
178,2017,f,21.0,Greece,0.1318950723216474,2017f
179,2017,f,22.0,Australia,0.1066437852414807,2017f
180,2017,f,23.0,Croatia,0.0980632507967639,2017f
181,2017,f,24.0,Ukraine,0.067786222113263,2017f
182,2017,f,25.0,Germany,0.0394704584456974,2017f
183,2017,f,26.0,Spain,0.0,2017f
184,2018,sf1,1.0,Cyprus,1.0,2018sf1
185,2018,sf1,2.0,Israel,0.7904863192497341,2018sf1
186,2018,sf1,3.0,Bulgaria,0.6912404524799381,2018sf1
187,2018,sf1,4.0,Estonia,0.6525669534951175,2018sf1
188,2018,sf1,5.0,Finland,0.6260756066905153,2018sf1
189,2018,sf1,6.0,Czechia,0.6059170453446775,2018sf1
190,2018,sf1,7.0,Austria,0.3889103741661027,2018sf1
191,2018,sf1,8.0,Greece,0.3816107512327177,2018sf1
192,2018,sf1,9.0,Lithuania,0.3635308904573141,2018sf1
193,2018,sf1,10.0,Belgium,0.3611137967707628,2018sf1
194,2018,sf1,11.0,Switzerland,0.357778207483322,2018sf1
195,2018,sf1,12.0,Ireland,0.2548583583099681,2018sf1
196,2018,sf1,13.0,Albania,0.2530213671081891,2018sf1
197,2018,sf1,14.0,Azerbaijan,0.2492507009571691,2018sf1
198,2018,sf1,15.0,NorthMacedonia,0.2155564149666441,2018sf1
199,2018,sf1,16.0,Belarus,0.2042927583873151,2018sf1
200,2018,sf1,17.0,Croatia,0.1023880885623126,2018sf1
201,2018,sf1,18.0,Armenia,0.052499274871894,2018sf1
202,2018,sf1,19.0,Iceland,0.0,2018sf1
203,2018,sf2,1.0,Ukraine,1.0,2018sf2
204,2018,sf2,2.0,Australia,0.9893376413570276,2018sf2
205,2018,sf2,3.0,Denmark,0.9475282714054928,2018sf2
206,2018,sf2,4.0,Sweden,0.9422940226171244,2018sf2
207,2018,sf2,5.0,Moldova,0.6031017770597739,2018sf2
208,2018,sf2,6.0,Slovenia,0.598578352180937,2018sf2
209,2018,sf2,7.0,Malta,0.571437802907916,2018sf2
210,2018,sf2,8.0,Norway,0.5401615508885299,2018sf2
211,2018,sf2,9.0,Hungary,0.485686591276252,2018sf2
212,2018,sf2,10.0,Latvia,0.3888206785137318,2018sf2
213,2018,sf2,11.0,Netherlands,0.3798384491114701,2018sf2
214,2018,sf2,12.0,Serbia,0.3638126009693053,2018sf2
215,2018,sf2,13.0,Poland,0.3614862681744749,2018sf2
216,2018,sf2,14.0,Romania,0.2217770597738287,2018sf2
217,2018,sf2,15.0,SanMarino,0.0962197092084006,2018sf2
218,2018,sf2,16.0,Russia,0.0898222940226171,2018sf2
219,2018,sf2,17.0,Montenegro,0.054151857835218,2018sf2
220,2018,sf2,18.0,Georgia,0.0,2018sf2
221,2018,f,1.0,Cyprus,1.0,2018f
222,2018,f,2.0,Israel,0.6269713364797974,2018f
223,2018,f,3.0,France,0.4942442730516864,2018f
224,2018,f,4.0,Estonia,0.4475653275008633,2018f
225,2018,f,5.0,Bulgaria,0.4335213537469782,2018f
226,2018,f,6.0,Czechia,0.3700356855070795,2018f
227,2018,f,7.0,Finland,0.3446529296650167,2018f
228,2018,f,8.0,Germany,0.2995280303902383,2018f
229,2018,f,9.0,Italy,0.2689651202946932,2018f
230,2018,f,10.0,Lithuania,0.2602164153332566,2018f
231,2018,f,11.0,Ukraine,0.2437550362610798,2018f
232,2018,f,12.0,Australia,0.227293657188903,2018f
233,2018,f,13.0,Sweden,0.2271209853804535,2018f
234,2018,f,14.0,Austria,0.2131345688960516,2018f
235,2018,f,15.0,Ireland,0.1988028087947508,2018f
236,2018,f,16.0,Denmark,0.1967307470933579,2018f
237,2018,f,17.0,Slovenia,0.1273742373661793,2018f
238,2018,f,18.0,Hungary,0.1240934730056406,2018f
239,2018,f,19.0,Portugal,0.1190859905606078,2018f
240,2018,f,20.0,Moldova,0.1166685852423161,2018f
241,2018,f,21.0,Albania,0.0943939219523425,2018f
242,2018,f,22.0,Norway,0.0679751352595832,2018f
243,2018,f,23.0,UnitedKingdom,0.0533555888108668,2018f
244,2018,f,24.0,Spain,0.0450097847358121,2018f
245,2018,f,25.0,Netherlands,0.0213537469782433,2018f
246,2018,f,26.0,Serbia,0.0,2018f
247,2019,sf1,1.0,Cyprus,1.0,2019sf1
248,2019,sf1,2.0,Australia,0.8744826384350629,2019sf1
249,2019,sf1,3.0,Greece,0.8249466300701433,2019sf1
250,2019,sf1,4.0,Iceland,0.7923582973903193,2019sf1
251,2019,sf1,5.0,Slovenia,0.6002265499063303,2019sf1
252,2019,sf1,6.0,Czechia,0.5507776761207686,2019sf1
253,2019,sf1,7.0,Serbia,0.5049013200888772,2019sf1
254,2019,sf1,8.0,Belarus,0.4526641397638653,2019sf1
255,2019,sf1,9.0,Portugal,0.4094018211127085,2019sf1
256,2019,sf1,10.0,Estonia,0.3710626061952686,2019sf1
257,2019,sf1,11.0,Belgium,0.363176926763386,2019sf1
258,2019,sf1,12.0,Hungary,0.3304578922145253,2019sf1
259,2019,sf1,13.0,Poland,0.2374417287500544,2019sf1
260,2019,sf1,14.0,SanMarino,0.2130876138195442,2019sf1
261,2019,sf1,15.0,Finland,0.1088746569075937,2019sf1
262,2019,sf1,16.0,Georgia,0.052672853221801,2019sf1
263,2019,sf1,17.0,Montenegro,0.0,2019sf1
264,2019,sf2,1.0,Netherlands,1.0,2019sf2
265,2019,sf2,2.0,Switzerland,0.8190753821429906,2019sf2
266,2019,sf2,3.0,Norway,0.7628284187315468,2019sf2
267,2019,sf2,4.0,Malta,0.6181186231640319,2019sf2
268,2019,sf2,5.0,Azerbaijan,0.5342527189146765,2019sf2
269,2019,sf2,6.0,Sweden,0.5334678775647494,2019sf2
270,2019,sf2,7.0,Russia,0.4464999813133011,2019sf2
271,2019,sf2,8.0,Albania,0.3635310386067197,2019sf2
272,2019,sf2,9.0,NorthMacedonia,0.3413312404230668,2019sf2
273,2019,sf2,10.0,Armenia,0.3361737115521171,2019sf2
274,2019,sf2,11.0,Romania,0.2312292110475763,2019sf2
275,2019,sf2,12.0,Denmark,0.1321149605710655,2019sf2
276,2019,sf2,13.0,Ireland,0.0560600964233658,2019sf2
277,2019,sf2,14.0,Latvia,0.0405127630152857,2019sf2
278,2019,sf2,15.0,Austria,0.0383077325559666,2019sf2
279,2019,sf2,16.0,Lithuania,0.030048211682924,2019sf2
280,2019,sf2,17.0,Moldova,0.0153978398176178,2019sf2
281,2019,sf2,18.0,Croatia,0.0,2019sf2
282,2019,f,1.0,Netherlands,1.0,2019f
283,2019,f,2.0,Norway,0.7088798946701126,2019f
284,2019,f,3.0,Switzerland,0.6984444336080362,2019f
285,2019,f,4.0,Italy,0.6530940654410688,2019f
286,2019,f,5.0,Australia,0.5571268347393572,2019f
287,2019,f,6.0,Iceland,0.4202467450138977,2019f
288,2019,f,7.0,Sweden,0.38962305554201,2019f
289,2019,f,8.0,Malta,0.373287170234554,2019f
290,2019,f,9.0,Cyprus,0.3322767835373287,2019f
291,2019,f,10.0,Azerbaijan,0.3233530014141513,2019f
292,2019,f,11.0,Russia,0.2890232603501244,2019f
293,2019,f,12.0,France,0.2697615448383479,2019f
294,2019,f,13.0,NorthMacedonia,0.2675184083483689,2019f
295,2019,f,14.0,Albania,0.2307017116106695,2019f
296,2019,f,15.0,Spain,0.1972009557712001,2019f
297,2019,f,16.0,Greece,0.1925683912810259,2019f
298,2019,f,17.0,Slovenia,0.1913005315258204,2019f
299,2019,f,18.0,Czechia,0.1482420636855708,2019f
300,2019,f,19.0,Belarus,0.1140586141317599,2019f
301,2019,f,20.0,Serbia,0.1099624518457112,2019f
302,2019,f,21.0,Estonia,0.0470083386160823,2019f
303,2019,f,22.0,Denmark,0.0448627297995806,2019f
304,2019,f,23.0,Israel,0.0105329887355537,2019f
305,2019,f,24.0,SanMarino,0.0095577120007802,2019f
306,2019,f,25.0,Germany,0.0081435607353586,2019f
307,2019,f,26.0,UnitedKingdom,0.0,2019f
308,2021,sf1,1.0,Malta,1.0,2021sf1
309,2021,sf1,2.0,Cyprus,0.9143440873330486,2021sf1
310,2021,sf1,3.0,Ukraine,0.8398487528206379,2021sf1
311,2021,sf1,4.0,Lithuania,0.7512044886259681,2021sf1
312,2021,sf1,5.0,Russia,0.7215649204122705,2021sf1
313,2021,sf1,6.0,Azerbaijan,0.5893456120021955,2021sf1
314,2021,sf1,7.0,Croatia,0.5100628163688479,2021sf1
315,2021,sf1,8.0,Israel,0.431176434713667,2021sf1
316,2021,sf1,9.0,Romania,0.4191315484539855,2021sf1
317,2021,sf1,10.0,Sweden,0.4057144599621881,2021sf1
318,2021,sf1,11.0,Belgium,0.3738488747941696,2021sf1
319,2021,sf1,12.0,Norway,0.3446972007074464,2021sf1
320,2021,sf1,13.0,Ireland,0.2548941879612124,2021sf1
321,2021,sf1,14.0,Australia,0.2413246325547356,2021sf1
322,2021,sf1,15.0,Slovenia,0.0964200768433249,2021sf1
323,2021,sf1,16.0,NorthMacedonia,0.0,2021sf1
324,2021,sf2,1.0,Switzerland,1.0,2021sf2
325,2021,sf2,2.0,SanMarino,0.913504849807942,2021sf2
326,2021,sf2,3.0,Greece,0.7047558515488987,2021sf2
327,2021,sf2,4.0,Iceland,0.7041202641832701,2021sf2
328,2021,sf2,5.0,Finland,0.6536601541990217,2021sf2
329,2021,sf2,6.0,Bulgaria,0.6347030701633183,2021sf2
330,2021,sf2,7.0,Serbia,0.5808163152513333,2021sf2
331,2021,sf2,8.0,Moldova,0.3883715146323265,2021sf2
332,2021,sf2,9.0,Albania,0.3480531682648465,2021sf2
333,2021,sf2,10.0,Czechia,0.2236991184679581,2021sf2
334,2021,sf2,11.0,Latvia,0.2037195678005913,2021sf2
335,2021,sf2,12.0,Denmark,0.1940752203830104,2021sf2
336,2021,sf2,13.0,Portugal,0.18841020255893,2021sf2
337,2021,sf2,14.0,Austria,0.1266200569265206,2021sf2
338,2021,sf2,15.0,Estonia,0.1254870533617045,2021sf2
339,2021,sf2,16.0,Poland,0.0714897615165667,2021sf2
340,2021,sf2,17.0,Georgia,0.0,2021sf2
341,2021,f,1.0,Italy,1.0,2021f
342,2021,f,2.0,France,0.9371833839918946,2021f
343,2021,f,3.0,Switzerland,0.917184265010352,2021f
344,2021,f,4.0,Ukraine,0.8729130875291837,2021f
345,2021,f,5.0,Malta,0.771155455706797,2021f
346,2021,f,6.0,Cyprus,0.597022157614202,2021f
347,2021,f,7.0,SanMarino,0.5538082022818378,2021f
348,2021,f,8.0,Russia,0.5150433901590238,2021f
349,2021,f,9.0,Iceland,0.5046914232853178,2021f
350,2021,f,10.0,Lithuania,0.4453107792608255,2021f
351,2021,f,11.0,Finland,0.427382053654024,2021f
352,2021,f,12.0,Bulgaria,0.3402052773005594,2021f
353,2021,f,13.0,Azerbaijan,0.3401612263776926,2021f
354,2021,f,14.0,Serbia,0.3196334963217479,2021f
355,2021,f,15.0,Greece,0.2777851195982556,2021f
356,2021,f,16.0,Norway,0.1925025329280648,2021f
357,2021,f,17.0,Israel,0.1817981586714241,2021f
358,2021,f,18.0,Belgium,0.1785824413021453,2021f
359,2021,f,19.0,Sweden,0.1173076075943791,2021f
360,2021,f,20.0,Portugal,0.0953261970838289,2021f
361,2021,f,21.0,Albania,0.0920664287916831,2021f
362,2021,f,22.0,Moldova,0.0688075415179948,2021f
363,2021,f,23.0,Germany,0.0203955772873441,2021f
364,2021,f,24.0,Spain,0.0117175454825778,2021f
365,2021,f,25.0,Netherlands,0.0020263424518743,2021f
366,2021,f,26.0,UnitedKingdom,0.0,2021f
367,2022,sf1,1.0,Netherlands,1.0,2022sf1
368,2022,sf1,2.0,Greece,0.9365588434266242,2022sf1
369,2022,sf1,3.0,Ukraine,0.7971236000100224,2022sf1
370,2022,sf1,4.0,Norway,0.7248377640249556,2022sf1
371,2022,sf1,5.0,Albania,0.6344616772318409,2022sf1
372,2022,sf1,6.0,Portugal,0.6309288166169728,2022sf1
373,2022,sf1,7.0,Austria,0.6100072661672221,2022sf1
374,2022,sf1,8.0,Armenia,0.5463155521034301,2022sf1
375,2022,sf1,9.0,Lithuania,0.454260730124527,2022sf1
376,2022,sf1,10.0,Iceland,0.2743604520057127,2022sf1
377,2022,sf1,11.0,Moldova,0.2559444764601237,2022sf1
378,2022,sf1,12.0,Latvia,0.2293853824760091,2022sf1
379,2022,sf1,13.0,Denmark,0.1781463756859011,2022sf1
380,2022,sf1,14.0,Slovenia,0.1419408183207637,2022sf1
381,2022,sf1,15.0,Croatia,0.1378316754779384,2022sf1
382,2022,sf1,16.0,Switzerland,0.1084412818521209,2022sf1
383,2022,sf1,17.0,Bulgaria,0.0,2022sf1
384,2022,sf2,1.0,Sweden,1.0,2022sf2
385,2022,sf2,2.0,Czechia,0.6376222444191503,2022sf2
386,2022,sf2,3.0,Poland,0.5878417617133963,2022sf2
387,2022,sf2,4.0,Serbia,0.5870055053543636,2022sf2
388,2022,sf2,5.0,Cyprus,0.453715533461869,2022sf2
389,2022,sf2,6.0,Estonia,0.4467002717833167,2022sf2
390,2022,sf2,7.0,Australia,0.4344816372041162,2022sf2
391,2022,sf2,8.0,Ireland,0.3254198703802644,2022sf2
392,2022,sf2,9.0,Romania,0.3155009407884039,2022sf2
393,2022,sf2,10.0,Finland,0.2605635438686148,2022sf2
394,2022,sf2,11.0,SanMarino,0.1505029152825849,2022sf2
395,2022,sf2,12.0,Azerbaijan,0.1228599967478919,2022sf2
396,2022,sf2,13.0,Israel,0.1075983181955446,2022sf2
397,2022,sf2,14.0,Belgium,0.1021626518618318,2022sf2
398,2022,sf2,15.0,Montenegro,0.0809542614230295,2022sf2
399,2022,sf2,16.0,Malta,0.0544031220237403,2022sf2
400,2022,sf2,17.0,NorthMacedonia,0.0351459964226811,2022sf2
401,2022,sf2,18.0,Georgia,0.0,2022sf2
402,2022,f,1.0,Spain,1.0,2022f
403,2022,f,2.0,Sweden,0.9660239054348544,2022f
404,2022,f,3.0,UnitedKingdom,0.688403882982236,2022f
405,2022,f,4.0,Netherlands,0.567622003566004,2022f
406,2022,f,5.0,Greece,0.5433863831473287,2022f
407,2022,f,6.0,Serbia,0.5292214224394108,2022f
408,2022,f,7.0,Ukraine,0.497457571154989,2022f
409,2022,f,8.0,Czechia,0.4149441986396355,2022f
410,2022,f,9.0,France,0.3945057122102621,2022f
411,2022,f,10.0,Italy,0.3672654031565739,2022f
412,2022,f,11.0,Norway,0.3568975764379581,2022f
413,2022,f,12.0,Poland,0.3486759558872086,2022f
414,2022,f,13.0,Portugal,0.3399590569900284,2022f
415,2022,f,14.0,Australia,0.2413656474938915,2022f
416,2022,f,15.0,Romania,0.2147196724559202,2022f
417,2022,f,16.0,Estonia,0.2062999405665984,2022f
418,2022,f,17.0,Armenia,0.1872812520636598,2022f
419,2022,f,18.0,Lithuania,0.1792577428514825,2022f
420,2022,f,19.0,Moldova,0.1422439410948953,2022f
421,2022,f,20.0,Finland,0.1082018094168923,2022f
422,2022,f,21.0,Iceland,0.0877303044310902,2022f
423,2022,f,22.0,Azerbaijan,0.0396552862708842,2022f
424,2022,f,23.0,Germany,0.0236743049593871,2022f
425,2022,f,24.0,Switzerland,0.0058112659314534,2022f
426,2022,f,25.0,Belgium,0.0,2022f
427,2023,sf1,1.0,Finland,1.0,2023sf1
428,2023,sf1,2.0,Sweden,0.9624719251785055,2023sf1
429,2023,sf1,3.0,Norway,0.7395829841440112,2023sf1
430,2023,sf1,4.0,Israel,0.6061144447051725,2023sf1
431,2023,sf1,5.0,Czechia,0.5851128021186014,2023sf1
432,2023,sf1,6.0,Serbia,0.3905165767154973,2023sf1
433,2023,sf1,7.0,Moldova,0.3876839529348664,2023sf1
434,2023,sf1,8.0,Portugal,0.3661627166370554,2023sf1
435,2023,sf1,9.0,Switzerland,0.3065770507190506,2023sf1
436,2023,sf1,10.0,Latvia,0.2422982803124266,2023sf1
437,2023,sf1,11.0,Netherlands,0.1957192182628809,2023sf1
438,2023,sf1,12.0,Malta,0.1552076698736214,2023sf1
439,2023,sf1,13.0,Croatia,0.1134558010123696,2023sf1
440,2023,sf1,14.0,Ireland,0.0407797257886091,2023sf1
441,2023,sf1,15.0,Azerbaijan,0.0,2023sf1
442,2023,sf2,1.0,Austria,1.0000000000000002,2023sf2
443,2023,sf2,2.0,Slovenia,0.7171374371290834,2023sf2
444,2023,sf2,3.0,Armenia,0.714318035468769,2023sf2
445,2023,sf2,4.0,Estonia,0.5245479385300823,2023sf2
446,2023,sf2,5.0,Georgia,0.5133573504585879,2023sf2
447,2023,sf2,6.0,Cyprus,0.4842061295880541,2023sf2
448,2023,sf2,7.0,Australia,0.4693085504446649,2023sf2
449,2023,sf2,8.0,Lithuania,0.419203257975252,2023sf2
450,2023,sf2,9.0,Belgium,0.4108320715640718,2023sf2
